hhmem_size,landuseha,yrs_grow,lead_vill,cocoa_produce_kg,cocoa_produce_main_kg,cocoa_produce_light_kg,cocoa_sell_kg,shade_why1,hhgroup_m18,hhgroup_f18,hhgroup_m17,hhgroup_f17,cocoa_price_kg,screen_sharecrop,region,district,vill,village,region.1,community_type,ethnicity,religion,hhgroup_m18.1,hhgroup_f18.1,hhgroup_m17.1,hhgroup_f17.1,femhead,econstatus,cocoa_variety_1,cocoa_variety_2,cocoa_variety_3,cocoa_variety_4,cocoa_variety_5,farm_rights_1,farm_rights_2,farm_rights_3,farm_rights_4,farm_rights_5,farm_tenure_1,farm_tenure_2,farm_tenure_3,farm_tenure_4,farm_tenure_5,noncocoa_whyno_1,noncocoa_whyno_2,noncocoa_whyno_3,noncocoa_whyno_4,noncocoa_whyno_5,farm_swamp_1,farm_swamp_2,farm_swamp_3,farm_swamp_4,farm_swamp_5,shadetree_num_1,used_fert?,used_fert_lqd?,herbicide_yn,pesticide_yn,fungicide_yn,weeding_yn,pruning_yn,cocoa_intercrop,farm_rights,disease_loss,pest_loss,replant,shadetree_yn,doc_land,noncocoa,cocoa_yn,any_farm_above_1_21,hh_head_age,hh_head_education,hh_head_birthplace,cocoa_yield_ha,cocoa_ages_0_5_weighted,cocoa_ages_6_10_weighted,cocoa_ages_11_19_weighted,cocoa_ages_20_30_weighted,cocoa_ages_31_weighted,age_weighted_total
5,10.0,4,0,1120.0,800.0,320.0,800.0,1.0,,,,,1000.0,0,4,41,41008,DAHIOKE,4,COMPARISON,2,1.0,,,,,0,2,5,,,,,10.0,10.0,,,,1,1.0,,,,,,,,,2.0,0.0,,,,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,50.0,,1.0,112.0,20.0,30.0,50.0,0.0,0.0,100.0
7,4.0,4,0,720.0,450.0,270.0,450.0,1.0,,,,,1000.0,0,5,51,51017,Appoisso,5,RESTORE,2,1.0,,,,,0,2,4 5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,40.0,1.0,1.0,180.0,50.0,0.0,50.0,0.0,0.0,100.0
9,4.849999904632568,3,0,1000.0,1000.0,0.0,,97.0,,,,,,0,5,51,51028,Ananguié,5,RESTORE,4,3.0,,,,,0,10,5,,,,,10.0,,,,,1,,,,,,,,,,3.0,,,,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,45.0,1.0,1.0,206.1855710646161,0.0,50.0,50.0,0.0,0.0,100.0
2,5.0,6,0,630.0,490.0,140.0,490.0,2.0,,,,,850.0,0,4,41,41009,DONIE,4,COMPARISON,2,1.0,,,,,0,10,5,,,,,1.0,1.0,,,,1,1.0,,,,2,2,,,,3.0,3.0,,,,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,66.0,5.0,0.0,126.0,25.0,25.0,25.0,25.0,0.0,100.0
5,3.0,6,9,250.0,250.0,0.0,,1.0,,,,,,0,7,71,71008,Mafa-Mafou,7,RESTORE,4,1.0,,,,,0,3,5 97,,97,,,1.0,1.0,,,,1,1.0,1.0,,,,,97,,,0.0,0.0,0.0,,,6,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,60.0,5.0,1.0,83.33333333333333,18.97590361445783,24.096385542168676,0.0,0.0,56.92771084337349,100.0
4,6.5,6,7 10,1080.0,810.0,270.0,810.0,2.0,,,,,800.0,0,5,51,51028,Ananguié,5,RESTORE,4,1.0,,,,,0,7,,97,,,,,,,,,1,1.0,,,,,,,,,0.0,0.0,,,,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,47.0,,0.0,166.15384615384616,5.0,15.0,80.0,0.0,0.0,100.0
5,10.0,6,4,910.0,700.0,210.0,700.0,6.0,,,,,100.0,0,5,51,51047,Bossematié,5,COMPARISON,4,1.0,,,,,1,4,4,,,,,10.0,9.0,,,,1,1.0,,,,,1 9,,,,2.0,2.0,,,,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,75.0,,1.0,91.0,0.0,0.0,0.0,100.0,0.0,100.0
6,2.0,6,7,195.0,130.0,65.0,,1.0,,,,,,0,7,74,74002,Montézo,7,COMPARISON,4,1.0,,,,,0,9,5,,,,,9.0,9.0,,,,1,1.0,1.0,,,,97,97,,,0.0,0.0,0.0,,,5,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,60.0,1.0,1.0,97.5,2.0,0.0,8.0,0.0,90.0,100.0
5,1.0,3,0,210.0,140.0,70.0,140.0,,,,,,14.285714149475098,0,6,62,62001,Tioumoukro,6,COMPARISON,4,1.0,,,,,0,5,2 4 5,,,,,1.0,1.0,,,,1,1.0,,,,,97,,,,2.0,0.0,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,63.0,2.0,1.0,210.0,15.0,30.0,55.00000000000001,0.0,0.0,100.0
4,3.5,2,0,2300.0,2000.0,300.0,,2.0,,,,,,0,4,41,41015,TAOULOKE,4,COMPARISON,0,2.0,,,,,0,2,5,5,,,,2.0,2.0,,,,4,1.0,,,,,2,,,,2.0,0.0,,,,2,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,32.0,,0.0,657.1428571428571,50.0,50.0,0.0,0.0,0.0,100.0
7,7.0,6,5,900.0,700.0,200.0,,2.0,,,,,,0,7,72,72005,MOBIOKOUA,7,COMPARISON,4,1.0,,,,,0,3,5,5,,,,10.0,8.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2,2,97,2,2,3.0,0.0,0.0,0.0,2.0,5,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,55.0,3.0,0.0,128.57142857142858,25.0,44.642857142857146,27.142857142857142,3.214285714285714,0.0,99.99999999999999
9,6.0,4,0,980.0,700.0,280.0,700.0,1.0,,,,,1000.0,0,5,51,51005,Takima,5,COMPARISON,0,2.0,,,,,0,2,4 5,4 5,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,3,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,36.0,,1.0,163.33333333333334,10.0,36.666666666666664,20.0,33.33333333333333,0.0,99.99999999999999
8,2.5,5,10,175.0,130.0,45.0,,1.0,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,3.0,,,,,0,6,5,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,6,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,49.0,5.0,0.0,70.0,0.0,0.0,0.0,100.0,0.0,100.0
7,4.0,5,97,2400.0,2000.0,400.0,2000.0,1.0,,,,,12.5,1,6,61,61001,Abongoua,6,RESTORE,4,1.0,,,,,0,5,2 3 4,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,5,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,45.0,1.0,1.0,600.0,10.0,30.0,40.0,20.0,0.0,100.0
6,6.5,2,0,115.0,80.0,35.0,,1.0,,,,,,0,4,41,41011,KLODIO,4,COMPARISON,2,4.0,,,,,0,7,5,5,,,,10.0,10.0,10.0,10.0,10.0,1,1.0,1.0,1.0,1.0,,,,,,0.0,2.0,0.0,0.0,0.0,5,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,42.0,1.0,1.0,17.692307692307693,75.0,25.0,0.0,0.0,0.0,100.0
14,9.0,6,0,250.0,150.0,100.0,,1.0,,,,,,0,5,52,52001,Akakro,5,COMPARISON,0,2.0,,,,,0,5,5,,,,,10.0,10.0,,,,4,4.0,,,,,97,,,,0.0,0.0,,,,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,55.0,,1.0,27.77777777777778,0.0,0.0,0.0,100.0,0.0,100.0
14,2.0,6,13,200.0,200.0,0.0,,97.0,,,,,,0,7,71,71008,Mafa-Mafou,7,RESTORE,4,1.0,,,,,0,2,5,5,5,,,1.0,10.0,10.0,,,1,1.0,1.0,,,3,,3,,,0.0,0.0,0.0,,,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,65.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0
3,20.0,6,6 11,3040.0,2400.0,640.0,2400.0,97.0,,,,,900.0,0,5,51,51015,Bébou,5,COMPARISON,4,1.0,,,,,0,5,5,4 5,,,,1.0,,,,,1,1.0,,,,97,97,,,,2.0,2.0,,,,7,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,51.0,8.0,1.0,152.0,7.5,10.0,20.0,62.5,0.0,100.0
1,6.0,6,0,400.0,300.0,100.0,,1.0,,,,,,0,7,71,71010,Blékoum,7,COMPARISON,4,3.0,,,,,0,3,5,,,,,9.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,39.0,1.0,1.0,66.66666666666667,0.0,0.0,0.0,0.0,100.0,100.0
8,2.900000095367432,5,6,485.0,400.0,85.0,,1.0,,,,,,0,5,51,51011,N'Gouanda,5,COMPARISON,4,1.0,,,,,0,5,4 5,4 5,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,2,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,53.0,1.0,1.0,167.24137381055849,0.0,17.5,63.74999999999999,18.75,0.0,100.0
4,8.0,6,13,2310.0,1750.0,560.0,1750.0,1.0,,,,,1000.0,0,5,51,51011,N'Gouanda,5,COMPARISON,4,1.0,,,,,0,7,4 5,4 5,4 5,,,10.0,9.0,10.0,10.0,9.0,1,1.0,1.0,1.0,1.0,,,,,,0.0,2.0,0.0,0.0,0.0,4,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,57.0,1.0,1.0,288.75,0.0,0.0,39.21568627450981,0.0,60.78431372549019,100.0
7,4.5,3,1,840.0,490.0,350.0,490.0,6.0,,,,,14.285714149475098,0,5,51,51032,N'Grakon,5,RESTORE,4,1.0,,,,,1,5,4,,,,,4.0,4.0,,,,1,1.0,,,,,9,,,,0.0,0.0,,,,7,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,56.0,,0.0,186.66666666666663,0.0,0.0,100.0,0.0,0.0,100.0
8,10.0,6,6,3400.0,3000.0,400.0,,1.0,,,,,,0,5,51,51015,Bébou,5,COMPARISON,4,1.0,,,,,0,6,4 5,5,,,,,,,,,1,1.0,1.0,,,3,4,97,,,0.0,2.0,0.0,,,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,41.0,5.0,1.0,340.0,0.0,4.0,10.0,42.0,44.0,100.0
7,2.0,3,0,750.0,450.0,300.0,,1.0,,,,,,0,5,53,53004,N'Djorekro,5,COMPARISON,3,3.0,,,,,0,5,4,,,,,4.0,,,,,2,1.0,,,,,97,,,,0.0,0.0,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,33.0,,0.0,375.0,0.0,50.0,50.0,0.0,0.0,100.0
8,3.0,4,7,50.0,50.0,0.0,,,,,,,,0,7,74,74003,BOHOUIN,7,COMPARISON,4,1.0,,,,,1,4,97,,,,,9.0,,,,,1,,,,,97,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,60.0,4.0,1.0,16.666666666666668,20.0,30.0,50.0,0.0,0.0,100.0
6,3.5,4,7,1040.0,880.0,160.0,880.0,6.0,,,,,900.0,0,5,51,51046,Kabrankro,5,COMPARISON,4,2.0,,,,,0,7,5,5,,,,10.0,9.0,,,,1,1.0,,,,,3,,,,2.0,2.0,,,,7,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,51.0,,1.0,297.1428571428572,60.0,8.0,32.0,0.0,0.0,100.0
5,6.0,1,1,260.0,200.0,60.0,,,,,,,,0,4,41,41012,MERE,4,COMPARISON,2,1.0,,,,,0,3,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,50.0,3.0,1.0,43.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0
6,4.0,4,13,3000.0,2500.0,500.0,,1.0,,,,,,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,0,3,4,,,,,,,,,,1,,,,,,,,,,2.0,,,,,2,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,71.0,2.0,1.0,750.0,0.0,75.0,25.0,0.0,0.0,100.0
4,0.0,2,0,160.0,100.0,60.0,,,,,,,,0,4,41,41032,OLODIO,4,RESTORE,97,2.0,,,,,0,6,5,,,,,6.0,,,,,1,,,,,97,,,,,0.0,,,,,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,30.0,1.0,0.0,,0.0,100.0,0.0,0.0,0.0,100.0
8,10.0,6,0,2100.0,1800.0,300.0,1800.0,2.0,,,,,1000.0,0,4,41,41003,GBAROU,4,COMPARISON,0,2.0,,,,,0,7,5,5,,,,8.0,8.0,,,,4,4.0,,,,,,,,,0.0,0.0,,,,5,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,44.0,,0.0,210.0,6.0,0.0,40.0,54.0,0.0,100.0
11,19.75,4,6,470.0,400.0,70.0,,1.0,,,,,,0,5,53,53005,N'DRIKRO,5,COMPARISON,4,1.0,,,,,0,3,4,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,57.0,,0.0,23.79746835443038,18.0,10.0,72.0,0.0,0.0,100.0
8,9.0,6,0,2800.0,1700.0,1100.0,,2.0,,,,,,1,4,41,41022,PARA,4,RESTORE,0,1.0,,,,,0,7,5,,,,,6.0,6.0,,,,4,4.0,,,,,97,,,,0.0,3.0,,,,3,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,58.0,,0.0,311.1111111111111,0.0,0.0,0.0,100.0,0.0,100.0
4,1.5,3,0,500.0,350.0,150.0,,1.0,,,,,,0,7,71,71012,MAMINI,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,44.0,,1.0,333.3333333333333,0.0,30.0,70.0,0.0,0.0,100.0
15,21.0,6,0,2500.0,2000.0,500.0,,2.0,,,,,,0,7,71,71010,Blékoum,7,COMPARISON,0,2.0,,,,,0,3,5,5,5,,,8.0,8.0,8.0,8.0,8.0,1,1.0,1.0,1.0,1.0,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,53.0,,0.0,119.04761904761904,25.454545454545453,26.36363636363636,17.272727272727273,30.909090909090907,0.0,100.0
9,3.0,2,97,70.0,70.0,0.0,,6.0,,,,,,0,7,74,74002,Montézo,7,COMPARISON,4,1.0,,,,,0,5,97,,,,,9.0,9.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,4,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,57.0,1.0,1.0,23.33333333333333,2.0,30.0,0.0,68.0,0.0,100.0
6,4.699999809265137,6,97,665.0,420.0,245.0,420.0,2.0,,,,,1000.0,0,4,41,41027,GBAPET,4,RESTORE,0,2.0,,,,,0,9,5,,,,,10.0,,,,,4,,,,,,,,,,0.0,,,,,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,42.0,,0.0,141.489367444033,0.0,0.0,0.0,0.0,100.0,100.0
4,5.5,6,0,550.0,400.0,150.0,,2.0,,,,,,0,7,72,72005,MOBIOKOUA,7,COMPARISON,4,1.0,,,,,0,6,5,,,,,8.0,8.0,8.0,,,1,1.0,1.0,,,2,2,2,,,2.0,2.0,2.0,,,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,52.0,1.0,0.0,100.0,25.0,25.0,35.0,15.0,0.0,100.0
2,6.0,5,0,700.0,490.0,210.0,490.0,2.0,,,,,1000.0,0,6,62,62001,Tioumoukro,6,COMPARISON,4,1.0,,,,,0,6,2 3,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,11,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,59.0,3.0,1.0,116.66666666666669,5.0,10.0,80.0,5.0,0.0,100.0
9,8.0,6,0,1000.0,600.0,400.0,,1.0,,,,,,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,1.0,,,,,0,5,97,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,3,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,61.0,1.0,1.0,125.0,17.0,25.0,50.0,3.0,5.0,100.0
7,10.0,3,10,910.0,630.0,280.0,630.0,1.0,,,,,14.285714149475098,0,5,53,53005,N'DRIKRO,5,COMPARISON,4,3.0,,,,,0,5,5 97,,,,,1.0,,,,,1,,,,,97,,,,,0.0,,,,,4,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,51.0,3.0,1.0,91.0,20.0,50.0,30.0,0.0,0.0,100.0
3,3.0,2,0,400.0,240.0,160.0,240.0,1.0,,,,,850.0,0,5,51,51005,Takima,5,COMPARISON,0,2.0,,,,,0,1,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,2,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,43.0,1.0,1.0,133.33333333333334,20.0,80.0,0.0,0.0,0.0,100.0
1,5.0,1,0,350.0,250.0,100.0,,1.0,,,,,,0,4,41,41001,TEPOIBOKE,4,COMPARISON,2,1.0,,,,,1,1,5,,,,,1.0,10.0,11.0,,,1,1.0,1.0,,,2,,2,,,2.0,0.0,0.0,,,3,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,60.0,,0.0,70.0,100.0,0.0,0.0,0.0,0.0,100.0
11,12.0,6,0,1200.0,800.0,400.0,,97.0,,,,,,0,7,71,71009,Yakassé-Mé,7,RESTORE,4,1.0,,,,,0,3,5 97,,,,,10.0,,,,,1,,,,,97,,,,,3.0,,,,,4,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,62.0,5.0,1.0,100.0,0.0,20.0,5.0,20.0,55.00000000000001,100.0
6,5.5,5,7,700.0,400.0,300.0,400.0,,,,,,1000.0,0,5,53,53001,Kokonou,5,COMPARISON,4,1.0,,,,,1,2,4,,,,,9.0,9.0,,,,1,1.0,,,,,,,,,1.0,1.0,,,,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,61.0,,1.0,127.27272727272728,40.0,20.0,20.0,20.0,0.0,100.0
4,5.0,4,97,2520.0,1920.0,600.0,1920.0,2.0,,,,,1000.0,0,4,41,41020,MAHINO2,4,RESTORE,3,2.0,,,,,0,7,5,,,,,11.0,8.0,,,,4,4.0,,,,,,,,,3.0,0.0,,,,2,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,52.0,2.0,0.0,504.0,25.0,25.0,40.0,10.0,0.0,100.0
3,5.0,2,0,1500.0,800.0,700.0,,2.0,,,,,,1,4,41,41002,DJEKA,4,COMPARISON,0,2.0,,,,,0,4,5,2 5,,,,,2.0,,,,4,4.0,4.0,,,,11,11,,,0.0,0.0,2.0,,,2,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,51.0,,0.0,300.0,0.0,100.0,0.0,0.0,0.0,100.0
8,18.0,6,7,1800.0,1300.0,500.0,,2.0,,,,,,1,4,41,41003,GBAROU,4,COMPARISON,4,1.0,,,,,0,8,4 5,,,,,6.0,6.0,6.0,6.0,,4,4.0,4.0,4.0,,,,,,,0.0,0.0,0.0,3.0,,6,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,47.0,,0.0,100.0,0.0,0.0,25.0,40.0,35.0,100.0
7,6.0,6,97,760.0,560.0,200.0,560.0,2.0,,,,,1000.0,0,4,41,41039,HANNIE,4,COMPARISON,4,1.0,,,,,0,5,5,,,,,10.0,10.0,10.0,,,4,4.0,4.0,,,1,,,,,0.0,0.0,0.0,,,2,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,48.0,,0.0,126.66666666666669,0.0,0.0,0.0,0.0,100.0,100.0
9,19.0,4,0,1600.0,960.0,640.0,960.0,1.0,,,,,900.0,0,5,51,51001,Adahou,5,COMPARISON,4,3.0,,,,,0,2,4 5,4,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,3,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,57.0,,1.0,84.21052631578948,17.80821917808219,20.54794520547945,41.0958904109589,20.54794520547945,0.0,99.99999999999999
15,25.0,6,0,1500.0,1000.0,500.0,,1.0,3.0,7.0,7.0,3.0,,0,5,52,52001,Akakro,5,COMPARISON,3,2.0,3.0,7.0,7.0,3.0,0,5,5 97,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,97,97,,,0.0,0.0,0.0,,,4,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,56.0,,0.0,60.0,0.0,0.0,0.0,100.0,0.0,100.0
4,4.0,3,11,216.0,120.0,96.0,,6.0,,,,,,0,5,51,51008,Adjoumani-Kouassikro,5,COMPARISON,4,1.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,8,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,28.0,3.0,0.0,54.0,5.0,7.000000000000001,88.0,0.0,0.0,100.0
4,4.0,3,97,640.0,320.0,320.0,320.0,,,,,,12.5,0,6,64,64001,Alakro,6,COMPARISON,4,4.0,,,,,0,5,2 5,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,37.0,,0.0,160.0,10.0,60.0,30.0,0.0,0.0,100.0
7,1.5,2,0,560.0,360.0,200.0,360.0,1.0,,,,,900.0,0,7,73,73004,Agbaou,7,COMPARISON,4,1.0,,,,,0,4,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,2,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,46.0,,1.0,373.3333333333333,70.0,30.0,0.0,0.0,0.0,100.0
4,6.0,2,0,280.0,240.0,40.0,240.0,,,,,,1000.0,1,4,41,41037,IRATO,4,COMPARISON,2,1.0,,,,,0,7,5,5,,,,1.0,1.0,10.0,,,4,4.0,4.0,,,,,,,,3.0,0.0,0.0,,,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,25.0,2.0,1.0,46.66666666666666,0.0,100.0,0.0,0.0,0.0,100.0
8,2.0,4,0,652.5,435.0,217.5,435.0,6.0,,,,,1000.0,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,1,7,97,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,5,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,50.0,1.0,1.0,326.25,20.0,10.0,70.0,0.0,0.0,100.0
9,4.0,6,0,380.0,285.0,95.0,285.0,,,,,,1000.0,0,4,41,41039,HANNIE,4,COMPARISON,4,1.0,,,,,0,2,5,,,,,8.0,10.0,,,,4,4.0,,,,,97,,,,0.0,0.0,,,,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,48.0,,0.0,95.0,0.0,0.0,0.0,0.0,100.0,100.0
3,4.0,3,0,640.0,560.0,80.0,560.0,,,,,,12.5,0,5,51,51009,Affalikro,5,COMPARISON,4,1.0,,,,,0,7,5,,,,,9.0,,,,,1,,,,,3,,,,,0.0,,,,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,77.0,6.0,0.0,160.0,2.0,28.000000000000004,70.0,0.0,0.0,100.0
10,8.0,6,0,2530.0,2500.0,30.0,,1.0,,,,,,0,5,51,51008,Adjoumani-Kouassikro,5,COMPARISON,4,3.0,,,,,0,3,5,5,5,,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,,,,,97,,0.0,0.0,0.0,0.0,,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,57.0,,1.0,316.25,4.929577464788732,2.464788732394366,0.0,92.6056338028169,0.0,100.0
6,8.5,6,0,2430.0,1800.0,630.0,1800.0,1.0,,,,,1000.0,1,4,41,41020,MAHINO2,4,RESTORE,0,1.0,,,,,0,4,5,5,,,,8.0,8.0,8.0,,,4,4.0,4.0,,,,,97,,,0.0,0.0,0.0,,,7,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,53.0,,0.0,285.88235294117646,0.2857142857142857,0.0,28.57142857142857,71.14285714285714,0.0,100.0
4,2.5,6,1,280.0,210.0,70.0,210.0,6.0,,,,,1000.0,0,5,51,51011,N'Gouanda,5,COMPARISON,4,1.0,,,,,1,4,4,,,,,9.0,9.0,,,,1,1.0,,,,,9,,,,2.0,2.0,,,,4,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,53.0,,1.0,112.0,0.0,0.0,0.0,100.0,0.0,100.0
9,0.0,2,0,640.0,360.0,280.0,,,,,,,,0,4,41,41012,MERE,4,COMPARISON,4,1.0,,,,,0,1,5,,,,,1.0,1.0,,,,1,1.0,,,,1,9,,,,3.0,3.0,,,,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,56.0,,1.0,,0.0,100.0,0.0,0.0,0.0,100.0
5,10.0,6,0,1600000.0,1200000.0,400000.0,1200000.0,2.0,,,,,1.0,1,4,41,41030,SOTO,4,RESTORE,1,2.0,,,,,0,7,5,,,,,8.0,8.0,,,,4,4.0,,,,,,,,,3.0,0.0,,,,4,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,66.0,,0.0,160000.0,0.0,0.0,20.0,20.0,60.0,100.0
7,3.0,6,0,1121.0,811.0,310.0,,1.0,,,,,,0,5,51,51028,Ananguié,5,RESTORE,4,1.0,,,,,0,3,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,5,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,57.0,1.0,1.0,373.6666666666667,0.0,0.0,0.0,45.0,55.00000000000001,100.0
6,3.0,1,0,0.0,0.0,0.0,0.0,3.0,,,,,1000.0,0,4,41,41020,MAHINO2,4,RESTORE,0,1.0,,,,,0,7,5,,,,,11.0,,,,,4,,,,,,,,,,0.0,,,,,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,53.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
4,4.0,2,0,440.0,320.0,120.0,320.0,1.0,,,,,1000.0,0,5,51,51001,Adahou,5,COMPARISON,4,3.0,,,,,0,7,4 5,,,,,9.0,,,,,1,,,,,,,,,,2.0,,,,,2,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,45.0,1.0,1.0,110.0,10.0,15.0,15.0,32.0,28.000000000000004,100.0
7,4.5,5,97,84.0,84.0,0.0,,1.0,,,,,,0,7,71,71001,Annépé,7,COMPARISON,4,1.0,,,,,0,1,97,5,,,,9.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,2,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,46.0,4.0,1.0,18.666666666666668,0.0,0.0,0.0,100.0,0.0,100.0
8,3.0,6,0,1440.0,960.0,480.0,960.0,2.0,,,,,1000.0,1,4,41,41004,FETE,4,COMPARISON,1,2.0,,,,,0,7,5,,,,,10.0,,,,,4,,,,,,,,,,0.0,,,,,3,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,30.0,6.0,0.0,480.0,0.0,10.0,10.0,80.0,0.0,100.0
