hhmem_size,landuseha,yrs_grow,lead_vill,cocoa_produce_kg,cocoa_produce_main_kg,cocoa_produce_light_kg,cocoa_sell_kg,shade_why1,hhgroup_m18,hhgroup_f18,hhgroup_m17,hhgroup_f17,cocoa_price_kg,screen_sharecrop,region,district,vill,village,region.1,community_type,ethnicity,religion,hhgroup_m18.1,hhgroup_f18.1,hhgroup_m17.1,hhgroup_f17.1,femhead,econstatus,cocoa_variety_1,cocoa_variety_2,cocoa_variety_3,cocoa_variety_4,cocoa_variety_5,farm_rights_1,farm_rights_2,farm_rights_3,farm_rights_4,farm_rights_5,farm_tenure_1,farm_tenure_2,farm_tenure_3,farm_tenure_4,farm_tenure_5,noncocoa_whyno_1,noncocoa_whyno_2,noncocoa_whyno_3,noncocoa_whyno_4,noncocoa_whyno_5,farm_swamp_1,farm_swamp_2,farm_swamp_3,farm_swamp_4,farm_swamp_5,shadetree_num_1,used_fert?,used_fert_lqd?,herbicide_yn,pesticide_yn,fungicide_yn,weeding_yn,pruning_yn,cocoa_intercrop,farm_rights,disease_loss,pest_loss,replant,shadetree_yn,doc_land,noncocoa,cocoa_yn,any_farm_above_1_21,hh_head_age,hh_head_education,hh_head_birthplace,cocoa_yield_ha,cocoa_ages_0_5_weighted,cocoa_ages_6_10_weighted,cocoa_ages_11_19_weighted,cocoa_ages_20_30_weighted,cocoa_ages_31_weighted,age_weighted_total
3,8.5,6,13,1000.0,700.0,300.0,,,,,,,,0,4,41,41008,DAHIOKE,4,COMPARISON,2,1.0,,,,,0,1,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,4,97,97,,,3.0,3.0,3.0,,,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,53.0,1.0,0.0,117.6470588235294,25.0,45.0,25.0,5.0,0.0,100.0
2,7.0,6,6,1000.0,800.0,200.0,,6.0,,,,,,0,5,51,51046,Kabrankro,5,COMPARISON,4,1.0,,,,,1,4,4,,,,,9.0,9.0,9.0,,,1,1.0,1.0,,,,,,,,2.0,2.0,2.0,,,3,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,46.0,5.0,0.0,142.85714285714286,30.0,0.0,0.0,70.0,0.0,100.0
5,9.699999809265137,2,0,2300.0,2000.0,300.0,,1.0,,,,,,0,4,41,41012,MERE,4,COMPARISON,0,1.0,,,,,0,5,5,5,,,,6.0,8.0,,,,4,1.0,,,,,,,,,2.0,2.0,,,,2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,52.0,,0.0,237.1134067243086,25.0,31.25,25.0,18.75,0.0,100.0
8,4.5,6,0,700.0,520.0,180.0,,97.0,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,0,1,5,,,,,9.0,10.0,10.0,,,1,1.0,1.0,,,9,97,97,,,0.0,0.0,0.0,,,5,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,47.0,3.0,1.0,155.55555555555554,5.0,0.0,70.0,25.0,0.0,100.0
10,5.0,5,0,1530.0,1080.0,450.0,1080.0,1.0,,,,,1000.0,0,5,51,51054,Amian-Kouassikro,5,COMPARISON,4,1.0,,,,,1,5,5,5,,,,9.0,9.0,,,,1,1.0,,,,,,,,,2.0,0.0,,,,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,48.0,1.0,1.0,306.0,16.0,19.0,35.0,30.0,0.0,100.0
6,2.0,3,0,560.0,420.0,140.0,420.0,,,,,,14.285714149475098,0,6,64,64001,Alakro,6,COMPARISON,4,1.0,,,,,0,5,2,,,,,1.0,,,,,1,,,,,97,,,,,0.0,,,,,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,42.0,,1.0,280.0,20.0,70.0,10.0,0.0,0.0,100.0
9,22.0,6,0,18400.0,12800.0,5600.0,12800.0,2.0,,,,,1000.0,0,4,41,41022,PARA,4,RESTORE,0,2.0,,,,,0,7,5,5,5,,,6.0,6.0,6.0,6.0,6.0,4,4.0,4.0,4.0,4.0,,,,,,0.0,0.0,0.0,3.0,3.0,5,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,56.0,2.0,0.0,836.3636363636364,5.428571428571429,15.428571428571427,36.285714285714285,13.285714285714286,29.57142857142857,100.0
4,4.0,6,0,180.0,135.0,45.0,135.0,1.0,,,,,2350.0,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,4.0,,,,,0,1,5,5,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,55.0,,1.0,45.0,15.53398058252427,12.427184466019417,6.213592233009709,35.8252427184466,30.0,100.0
5,2.5,5,12,60.0,60.0,0.0,60.0,97.0,,,,,15.0,0,7,71,71006,Nyan,7,RESTORE,4,1.0,,,,,0,1,5,,,,,10.0,,,,,1,,,,,9,,,,,0.0,,,,,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,66.0,1.0,1.0,24.0,2.0,0.0,0.0,98.0,0.0,100.0
10,5.5,5,6,160.0,160.0,0.0,160.0,2.0,,,,,1000.0,0,5,53,53005,N'DRIKRO,5,COMPARISON,4,1.0,,,,,1,6,2 5,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,7,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,67.0,,1.0,29.09090909090909,0.0,0.0,0.0,100.0,0.0,100.0
6,7.0,3,0,350.0,210.0,140.0,210.0,,,,,,14.285714149475098,0,6,64,64002,Kouadioukro,6,COMPARISON,4,1.0,,,,,0,5,97,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,48.0,1.0,1.0,50.0,30.0,70.0,0.0,0.0,0.0,100.0
4,4.0,3,10,560.0,420.0,140.0,420.0,1.0,,,,,14.285714149475098,0,5,53,53005,N'DRIKRO,5,COMPARISON,4,1.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,35.0,2.0,1.0,140.0,10.0,50.0,40.0,0.0,0.0,100.0
9,5.0,3,11,320.0,240.0,80.0,240.0,1.0,,,,,900.0,0,5,51,51047,Bossematié,5,COMPARISON,4,1.0,,,,,0,5,5,5,,,,,,,,,1,1.0,,,,,,,,,0.0,2.0,,,,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,50.0,5.0,0.0,64.0,16.0,16.0,23.0,18.0,27.0,100.0
3,9.0,3,0,410.0,410.0,0.0,,1.0,,,,,,0,7,74,74006,Monin,7,COMPARISON,4,1.0,,,,,0,5,3,,,,,1.0,,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,5,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,65.0,3.0,1.0,45.55555555555556,0.0,0.0,100.0,0.0,0.0,100.0
15,6.0,1,0,120.0,80.0,40.0,80.0,,,,,,1000.0,1,4,41,41037,IRATO,4,COMPARISON,2,1.0,,,,,0,4,5,,,,,1.0,1.0,1.0,,,1,1.0,1.0,,,97,,,,,0.0,0.0,0.0,,,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,39.0,,1.0,20.0,100.0,0.0,0.0,0.0,0.0,100.0
5,4.5,6,0,1200.0,900.0,300.0,,2.0,,,,,,0,4,41,41004,FETE,4,COMPARISON,2,1.0,,,,,0,6,5,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,4,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,39.0,1.0,1.0,266.6666666666667,0.0,0.0,0.0,100.0,0.0,100.0
7,0.0,1,97,2750.0,1700.0,1050.0,,,,,,,,0,4,41,41013,NIRO,4,COMPARISON,4,1.0,,,,,0,3,5 97,5,,,,1.0,1.0,1.0,1.0,,1,1.0,1.0,1.0,,,1,97,97,,0.0,0.0,0.0,0.0,,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,35.0,3.0,0.0,,100.0,0.0,0.0,0.0,0.0,100.0
15,15.0,6,0,1280.0,800.0,480.0,800.0,1.0,2.0,7.0,1.0,1.0,900.0,0,5,51,51004,Dramanekro,5,COMPARISON,1,2.0,2.0,7.0,1.0,1.0,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,61.0,,1.0,85.33333333333333,15.0,15.0,25.0,45.0,0.0,100.0
11,5.0,6,0,970.0,570.0,400.0,,2.0,,,,,,0,4,41,41029,GRABO,4,RESTORE,2,1.0,,,,,0,3,2 3,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,97,97,,,0.0,0.0,0.0,,,5,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,57.0,3.0,1.0,194.0,20.0,0.0,0.0,0.0,80.0,100.0
6,3.0,3,13,330.0,240.0,90.0,240.0,2.0,,,,,1000.0,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,1.0,,,,,1,5,5,5,,,,10.0,9.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,4,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,55.0,3.0,1.0,110.0,40.0,0.0,0.0,60.0,0.0,100.0
1,4.0,6,0,258.0,230.0,28.0,,97.0,,,,,,0,7,71,71006,Nyan,7,RESTORE,4,4.0,,,,,0,5,5,,,,,1.0,10.0,,,,1,1.0,,,,4,97,,,,0.0,0.0,,,,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,47.0,5.0,1.0,64.5,0.0,0.0,0.0,50.0,50.0,100.0
5,3.0,6,10,500.0,400.0,100.0,,1.0,,,,,,0,7,71,71009,Yakassé-Mé,7,RESTORE,4,1.0,,,,,0,3,97,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,7,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,73.0,1.0,1.0,166.66666666666666,0.0,25.0,0.0,0.0,75.0,100.0
2,5.0,5,12,800.0,560.0,240.0,560.0,2.0,,,,,1000.0,0,5,51,51009,Affalikro,5,COMPARISON,4,1.0,,,,,1,6,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,5,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,68.0,3.0,1.0,160.0,5.0,5.0,5.0,85.0,0.0,100.0
3,4.5,3,13 97,800.0,600.0,200.0,,,,,,,,0,7,72,72003,BOGUIé,7,COMPARISON,4,3.0,,,,,0,4,5,,,,,,1.0,,,,1,1.0,,,,,97,,,,0.0,2.0,,,,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,55.0,5.0,1.0,177.77777777777777,20.0,0.0,50.0,30.0,0.0,100.0
15,16.0,4,0,1600.0,1360.0,240.0,1360.0,2.0,,,,,1000.0,0,4,41,41024,POUTOU,4,RESTORE,0,2.0,,,,,0,7,5,5,,,,8.0,8.0,8.0,8.0,8.0,4,4.0,4.0,1.0,4.0,,,,,,0.0,0.0,0.0,0.0,3.0,3,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,45.0,,0.0,100.0,0.0,0.0,72.5,27.500000000000004,0.0,100.0
15,2.0,6,0,300.0,210.0,90.0,210.0,,0.0,5.0,6.0,8.0,1000.0,0,5,51,51028,Ananguié,5,RESTORE,4,1.0,0.0,5.0,6.0,8.0,1,5,97,,,,,10.0,,,,,1,,,,,97,,,,,3.0,,,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,80.0,,1.0,150.0,0.0,20.0,30.0,20.0,30.0,100.0
3,2.5,4,0,187.5,150.0,37.5,150.0,,,,,,800.0,1,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,0,1,5 97,,,,,,,,,,1,,,,,3,,,,,0.0,,,,,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,50.0,3.0,1.0,75.0,0.0,15.0,40.0,45.0,0.0,100.0
1,5.0,3,0,700.0,500.0,200.0,,1.0,,,,,,0,4,41,41001,TEPOIBOKE,4,COMPARISON,3,2.0,,,,,0,1,5,,,,,2.0,2.0,,,,1,1.0,,,,2,2,,,,2.0,3.0,,,,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,45.0,,0.0,140.0,25.0,30.0,45.0,0.0,0.0,100.0
1,1.5,2,0,400.0,300.0,100.0,,,,,,,,0,7,71,71012,MAMINI,7,COMPARISON,4,1.0,,,,,1,3,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,63.0,1.0,0.0,266.6666666666667,0.0,100.0,0.0,0.0,0.0,100.0
1,5.0,6,0,400.0,300.0,100.0,,3.0,,,,,,0,5,51,51003,Anuanua,5,COMPARISON,4,1.0,,,,,0,6,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,5,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,54.0,,1.0,80.0,0.0,0.0,40.0,60.0,0.0,100.0
6,3.5,3,0,240.0,180.0,60.0,180.0,2.0,,,,,1000.0,0,6,64,64002,Kouadioukro,6,COMPARISON,4,1.0,,,,,1,2,2,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,2.0,2.0,,,,3,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,49.0,,1.0,68.57142857142857,0.0,0.0,100.0,0.0,0.0,100.0
7,7.0,3,0,2375.0,1710.0,665.0,1710.0,,,,,,1000.0,0,5,51,51054,Amian-Kouassikro,5,COMPARISON,0,2.0,,,,,0,2,4,,,,,1.0,1.0,,,,1,1.0,2.0,,,,9,9,,,0.0,2.0,0.0,,,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,38.0,1.0,1.0,339.2857142857143,15.0,15.0,70.0,0.0,0.0,100.0
4,2.0,2,0,1100.0,700.0,400.0,,,,,,,,0,4,41,41013,NIRO,4,COMPARISON,1,2.0,,,,,0,5,5,,,,,2.0,,,,,2,,,,,,,,,,0.0,,,,,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,30.0,3.0,0.0,550.0,50.0,50.0,0.0,0.0,0.0,100.0
1,1.5,1,0,360.0,240.0,120.0,240.0,2.0,,,,,1000.0,0,4,41,41006,TATE2,4,COMPARISON,2,4.0,,,,,1,5,5,,,,,10.0,1.0,,,,1,1.0,,,,2,2,,,,3.0,2.0,,,,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,50.0,,1.0,240.0,100.0,0.0,0.0,0.0,0.0,100.0
3,5.0,3,0,4000.0,2500.0,1500.0,,,,,,,,0,4,41,41009,DONIE,4,COMPARISON,4,3.0,,,,,0,5,5,,,,,8.0,,,,,4,,,,,,,,,,0.0,,,,,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,42.0,1.0,0.0,800.0,0.0,0.0,100.0,0.0,0.0,100.0
4,1.5,1,0,60.0,37.0,23.0,,1.0,,,,,,0,7,73,73004,Agbaou,7,COMPARISON,4,1.0,,,,,0,6,5,,,,,10.0,,,,,1,,,,,,,,,,3.0,,,,,5,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,29.0,7.0,1.0,40.0,100.0,0.0,0.0,0.0,0.0,100.0
8,8.0,6,0,4.0,3.0,1.0,,1.0,,,,,,0,7,73,73003,Affery,7,COMPARISON,4,1.0,,,,,0,4,3,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,3,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,46.0,1.0,1.0,0.5,20.0,40.0,10.0,20.0,10.0,100.0
2,4.0,4,0,1000.0,700.0,300.0,,,,,,,,0,7,71,71012,MAMINI,7,COMPARISON,4,1.0,,,,,1,2,5,,,,,97.0,,,,,1,,,,,,,,,,0.0,,,,,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,44.0,3.0,0.0,250.0,25.0,0.0,75.0,0.0,0.0,100.0
10,14.75,6,0,1260.0,900.0,360.0,900.0,2.0,,,,,1000.0,1,4,41,41024,POUTOU,4,RESTORE,0,2.0,,,,,0,4,3,,,,,6.0,6.0,6.0,,,4,4.0,4.0,4.0,4.0,,97,97,97,97,0.0,0.0,0.0,3.0,0.0,3,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,54.0,,0.0,85.42372881355932,0.0,12.0,0.0,88.0,0.0,100.0
8,33.5,6,0,20000.0,15000.0,5000.0,,2.0,,,,,,0,4,41,41022,PARA,4,RESTORE,0,2.0,,,,,0,6,5,,,,,1.0,1.0,1.0,1.0,,4,4.0,4.0,4.0,,,97,97,97,,0.0,0.0,0.0,2.0,,5,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,52.0,,0.0,597.0149253731344,0.0,0.0,0.0,15.0,85.0,100.0
8,6.0,2,0,350.0,200.0,150.0,,6.0,,,,,,1,5,54,54002,Bécédi-Brignan,5,RESTORE,4,1.0,,,,,0,4,97,,,,,,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,60.0,1.0,1.0,58.333333333333336,10.0,90.0,0.0,0.0,0.0,100.0
7,3.5,2,6,880.0,240.0,640.0,240.0,,,,,,1000.0,1,5,51,51018,Kouassi-Béniékro,5,RESTORE,0,2.0,,,,,0,7,5,5,,,,8.0,8.0,,,,1,1.0,2.0,,,,,97,,,0.0,0.0,0.0,,,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,40.0,,0.0,251.42857142857144,0.0,100.0,0.0,0.0,0.0,100.0
5,8.0,3,0,500.0,300.0,200.0,,,,,,,,0,4,41,41008,DAHIOKE,4,COMPARISON,0,1.0,,,,,0,5,5,,,,,1.0,1.0,,,,1,1.0,,,,6,,,,,0.0,0.0,,,,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,46.0,,1.0,62.5,0.0,0.0,100.0,0.0,0.0,100.0
10,4.0,5,10 97,490.0,280.0,210.0,280.0,1.0,,,,,14.285714149475098,1,5,53,53004,N'Djorekro,5,COMPARISON,4,1.0,,,,,0,1,5,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,2,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,32.0,1.0,0.0,122.5,15.0,50.0,35.0,0.0,0.0,100.0
4,1.5,1,0,45.0,30.0,15.0,,1.0,,,,,,0,7,74,74003,BOHOUIN,7,COMPARISON,4,3.0,,,,,0,1,97,,,,,1.0,1.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,25.0,1.0,1.0,30.0,100.0,0.0,0.0,0.0,0.0,100.0
7,7.0,6,7,560.0,350.0,210.0,350.0,6.0,,,,,900.0,0,7,71,71003,Anougbakro,7,RESTORE,4,2.0,,,,,0,1,5,5,,,,,8.0,8.0,,,1,1.0,1.0,,,,,97,,,3.0,0.0,0.0,,,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,62.0,,0.0,80.0,9.913793103448276,0.0,0.0,90.08620689655173,0.0,100.0
4,5.0,1,0,60.0,40.0,20.0,,2.0,,,,,,0,4,41,41016,TATE1,4,COMPARISON,2,1.0,,,,,0,3,5,,,,,1.0,1.0,1.0,,,1,1.0,1.0,,,,2,2,,,3.0,0.0,3.0,,,2,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,39.0,,1.0,12.0,100.0,0.0,0.0,0.0,0.0,100.0
4,4.0,4,0,300.0,200.0,100.0,,1.0,,,,,,0,7,71,71001,Annépé,7,COMPARISON,4,1.0,,,,,0,5,97,,,,,1.0,10.0,,,,1,1.0,,,,4,97,,,,0.0,0.0,,,,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,34.0,,1.0,75.0,0.0,0.0,100.0,0.0,0.0,100.0
7,4.0,6,0,210.0,180.0,30.0,,1.0,,,,,,0,7,71,71001,Annépé,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,10.0,10.0,10.0,10.0,,1,1.0,1.0,1.0,,9,97,97,97,,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,55.0,3.0,1.0,52.5,0.0,0.0,0.0,0.0,100.0,100.0
9,6.5,2,6 97,3000.0,2500.0,500.0,,2.0,,,,,,0,4,41,41021,NIGRE,4,RESTORE,0,1.0,,,,,0,5,5,5,,,,6.0,8.0,6.0,,,4,4.0,4.0,,,97,,97,,,0.0,0.0,3.0,,,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,44.0,3.0,0.0,461.5384615384616,0.0,25.0,0.0,75.0,0.0,100.0
15,12.0,6,0,3500.0,2000.0,1500.0,,2.0,5.0,3.0,3.0,7.0,,0,4,41,41021,NIGRE,4,RESTORE,0,2.0,5.0,3.0,3.0,7.0,0,5,5,,,,,10.0,10.0,10.0,,,4,4.0,4.0,,,,97,97,,,0.0,0.0,3.0,,,5,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,40.0,,0.0,291.6666666666667,0.0,0.0,0.0,100.0,0.0,100.0
5,2.0,1,0,120.0,90.0,30.0,,3.0,,,,,,0,5,51,51018,Kouassi-Béniékro,5,RESTORE,4,1.0,,,,,0,5,4,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,3,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,34.0,3.0,1.0,60.0,100.0,0.0,0.0,0.0,0.0,100.0
4,5.0,3,0,456.0,350.0,106.0,,1.0,,,,,,0,7,73,73002,Adiaoukoi,7,COMPARISON,4,4.0,,,,,0,1,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,49.0,1.0,1.0,91.2,0.0,70.0,30.0,0.0,0.0,100.0
4,2.0,2,13,1200.0,825.0,375.0,825.0,1.0,,,,,13.333333015441896,0,5,51,51009,Affalikro,5,COMPARISON,4,1.0,,,,,0,1,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,2,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,48.0,6.0,1.0,600.0,10.0,55.00000000000001,30.0,5.0,0.0,100.0
5,37.0,3,12,2400.0,1500.0,900.0,,,,,,,,0,4,41,41013,NIRO,4,COMPARISON,2,3.0,,,,,0,10,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,91.0,,1.0,64.86486486486487,0.0,90.0,10.0,0.0,0.0,100.0
11,4.0,4,0,1500.0,950.0,550.0,,1.0,,,,,,0,5,51,51028,Ananguié,5,RESTORE,4,1.0,,,,,0,5,5,,,,,2.0,,,,,1,,,,,,,,,,0.0,,,,,5,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,54.0,1.0,0.0,375.0,15.0,25.0,50.0,10.0,0.0,100.0
4,2.0,3,6,1440.0,960.0,480.0,960.0,2.0,,,,,1000.0,0,6,64,64001,Alakro,6,COMPARISON,4,3.0,,,,,0,5,3,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,4,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,40.0,7.0,0.0,720.0,0.0,0.0,100.0,0.0,0.0,100.0
6,2.0,2,0,560.0,400.0,160.0,400.0,1.0,,,,,1000.0,0,5,51,51054,Amian-Kouassikro,5,COMPARISON,4,1.0,,,,,0,5,5,4 5,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,36.0,4.0,0.0,280.0,22.490421455938698,77.5095785440613,0.0,0.0,0.0,100.0
6,9.5,6,0,299.0,299.0,0.0,,1.0,,,,,,0,7,71,71001,Annépé,7,COMPARISON,4,1.0,,,,,0,5,5,,,,,1.0,,,,,1,1.0,1.0,1.0,1.0,,,,,97,3.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,41.0,4.0,1.0,31.473684210526315,0.0,0.0,0.0,15.0,85.0,100.0
12,3.5,4,0,1615.0,1105.0,510.0,1105.0,97.0,,,,,1000.0,0,7,73,73005,Ahéoua,7,COMPARISON,4,4.0,,,,,0,1,97,97,,,,4.0,97.0,,,,1,1.0,,,,3,97,,,,0.0,0.0,,,,2,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,64.0,4.0,1.0,461.4285714285714,0.0,2.7659574468085104,4.148936170212766,20.74468085106383,72.3404255319149,100.0
3,5.5,5,0,590.0,500.0,90.0,,1.0,,,,,,0,5,51,51009,Affalikro,5,COMPARISON,4,1.0,,,,,0,4,5,5,,,,9.0,9.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,60.0,5.0,1.0,107.27272727272728,0.0,39.189189189189186,39.189189189189186,21.62162162162162,0.0,100.0
7,3.5,3,13,560.0,320.0,240.0,320.0,1.0,,,,,12.5,0,5,53,53004,N'Djorekro,5,COMPARISON,4,1.0,,,,,0,1,5,5,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,54.0,3.0,0.0,160.0,10.0,46.47727272727273,23.522727272727273,20.0,0.0,100.0
3,15.0,2,0,240.0,200.0,40.0,,,,,,,,0,4,41,41006,TATE2,4,COMPARISON,2,1.0,,,,,0,7,,,5,5,,1.0,10.0,10.0,9.0,,1,1.0,1.0,1.0,,,2,2,2,,3.0,0.0,3.0,2.0,,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,52.0,7.0,0.0,16.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,99.99999999999999
3,2.0,3,0,500.0,400.0,100.0,,1.0,,,,,,0,7,73,73005,Ahéoua,7,COMPARISON,4,3.0,,,,,0,1,5,,,,,,,,,,1,,,,,3,,,,,3.0,,,,,2,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,71.0,1.0,1.0,250.0,25.0,25.0,50.0,0.0,0.0,100.0
7,3.0,2,97,650.0,400.0,250.0,,2.0,,,,,,0,4,41,41037,IRATO,4,COMPARISON,2,1.0,,,,,0,3,3,,,,,10.0,10.0,10.0,10.0,10.0,1,1.0,1.0,1.0,1.0,,97,97,97,97,0.0,0.0,0.0,3.0,3.0,2,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,47.0,,1.0,216.66666666666663,0.0,0.0,0.0,100.0,0.0,100.0
9,5.0,1,0,1680.0,1540.0,140.0,1540.0,2.0,,,,,1000.0,0,5,51,51001,Adahou,5,COMPARISON,4,1.0,,,,,0,7,5,,,,,10.0,,,,,1,,,,,,,,,,3.0,,,,,3,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,26.0,5.0,1.0,336.0,0.0,40.0,60.0,0.0,0.0,100.0
7,6.0,6,0,245.0,175.0,70.0,175.0,97.0,,,,,11.785714149475098,0,7,71,54002,Bécédi-Brignan,7,RESTORE,4,4.0,,,,,0,5,5,,,,,10.0,1.0,,,,1,1.0,,,,9,97,,,,0.0,0.0,,,,2,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,50.0,3.0,1.0,40.833333333333336,30.0,0.0,0.0,70.0,0.0,100.0
